LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
9d9cc7a9f935ea0710ce1d62f26fe3eb24c12a01a36993bbac27f5f4db6e0e37,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
9fd5256303cc2bb6b774168271bb61975a936406aa91289762095ee64cb590e9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
c6f4610223de7e19b7a7a417c20ebe1b8d09e495ec99644ff7dd8ae89c4bf9bf,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,£400 - £600
efc009ee0121dc5e9fba85f8bf603eda05e68c21ad1f30e129eff7c2fd3c26b8,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
efc009ee0121dc5e9fba85f8bf603eda05e68c21ad1f30e129eff7c2fd3c26b8,2,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£800 - £1,200"
b39c22e351dfc2e18bb3625d3bd7d92c477b2643f2c680916945ca284469d51a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
b39c22e351dfc2e18bb3625d3bd7d92c477b2643f2c680916945ca284469d51a,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
b9ac432cd8cfce244559fd312c8c5ab06b4a8e8d7732605a1f8b1c220bbeea32,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d5c746799e561e9e91b69d882c4d2b95552058e150306c0070c7d50ac1c02f75,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
d5c746799e561e9e91b69d882c4d2b95552058e150306c0070c7d50ac1c02f75,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d5c746799e561e9e91b69d882c4d2b95552058e150306c0070c7d50ac1c02f75,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
e010f6173367328f39a95f504f38c9b9164a0926eb32ccbd0510bc2eb3d9c93c,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,200 - £1,800"
e6b6a78e080a1fd3211a407f8bbae2764bd6eb6c56c222622c205af39420bd83,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a5f477086c72fb23aa0fe1e52b1e67e7a4d0840230c1d59e5e6fb34cb7f41ecd,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
a5f477086c72fb23aa0fe1e52b1e67e7a4d0840230c1d59e5e6fb34cb7f41ecd,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
4490137437c0df2fc8685d83c6ec73707ab33018621b5a4e3e2e9436bf09fe9a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4490137437c0df2fc8685d83c6ec73707ab33018621b5a4e3e2e9436bf09fe9a,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4490137437c0df2fc8685d83c6ec73707ab33018621b5a4e3e2e9436bf09fe9a,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
75d060a131c452a014561866f0ff929f800945d13d1eae173161c9018c88c436,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
75d060a131c452a014561866f0ff929f800945d13d1eae173161c9018c88c436,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
75d060a131c452a014561866f0ff929f800945d13d1eae173161c9018c88c436,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
9253388523763b8ca1a61e283b79d8916041de86139b411999090366c970eacb,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
9253388523763b8ca1a61e283b79d8916041de86139b411999090366c970eacb,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60
9253388523763b8ca1a61e283b79d8916041de86139b411999090366c970eacb,3,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,200 - £1,800"
fad1a379017c6b7d8ff706fbdfa22d491fe0a80fd44e406bbb389de4406234e3,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
fad1a379017c6b7d8ff706fbdfa22d491fe0a80fd44e406bbb389de4406234e3,2,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,200 - £1,800"
49e1d033d80d22cadeafc27e9d913eeac1c92d93874a4ade721fddd305c299f6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
49e1d033d80d22cadeafc27e9d913eeac1c92d93874a4ade721fddd305c299f6,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
7e5f969cb51fee855eade0d4bac57584e1ddb3ad792c121372cd7d9f4e6f1561,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d3f709884bb37a64610ff06589f8fc5034fabdbd5fe719d1f1d1134381410ed6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d3f709884bb37a64610ff06589f8fc5034fabdbd5fe719d1f1d1134381410ed6,2,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
2c9377711047fb33863a7ebdc1f738e829e6a47caba75f2fc3c04de1da22c514,1,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
2c9377711047fb33863a7ebdc1f738e829e6a47caba75f2fc3c04de1da22c514,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
65a3e4f6a53e0367edabc8696feeb0e84e718ee0dcefa0968c7aa0d3948897c3,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
ec8fe1422a498e000671250c6f5aff9e685ccb00536a83ca997cf2ecfe1efb48,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
19046bcfc44ef68b3030f59ba0a11b68e7fc58a502750a53aefb55863fe8e1ff,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
19046bcfc44ef68b3030f59ba0a11b68e7fc58a502750a53aefb55863fe8e1ff,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4d09ad7a9011f87a2d6ec3262c99d1d0335eeb92e597c164a2fc82e4e0a140b6,1,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,61.0,,"£800 - £1,200"
27cdb7f3c4d3c3a8af6f4cf0095f014284558f297a42a27c429cc0770f82feba,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
27cdb7f3c4d3c3a8af6f4cf0095f014284558f297a42a27c429cc0770f82feba,2,Increase hot water cylinder insulation,Increase hot water cylinder insulation,2.0,,£15 - £30
27cdb7f3c4d3c3a8af6f4cf0095f014284558f297a42a27c429cc0770f82feba,3,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£1,200 - £1,800"
27cdb7f3c4d3c3a8af6f4cf0095f014284558f297a42a27c429cc0770f82feba,4,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
489c8aa141c37f7087fd2c5a6fe422a6cd9590c605e536e7ea69a5afbc83ebc6,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
489c8aa141c37f7087fd2c5a6fe422a6cd9590c605e536e7ea69a5afbc83ebc6,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
b3a92b45072e1a3f158d34b5aba8553c75c89c6eeab58e266630a16608ed34f0,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
13840532ae51de0443fff75dedd2123262a52907d1f7941017ebb51c2f7d60b7,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
13840532ae51de0443fff75dedd2123262a52907d1f7941017ebb51c2f7d60b7,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
310bd1653f80b2a8682524c527df9bcd0b009c5385bdefd22655268a7f9dc05d,1,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£800 - £1,200"
35b52d2fdc2db2e6630848ace6c099c11a895f53c0090215475ed61c20c3ecb2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
35b52d2fdc2db2e6630848ace6c099c11a895f53c0090215475ed61c20c3ecb2,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
35b52d2fdc2db2e6630848ace6c099c11a895f53c0090215475ed61c20c3ecb2,3,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
52c423b7bb06e9774bd24c9aa906915fed5b61f2b59fd20a6015593a5e4e40ff,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£800 - £1,200"
5a2e5a9e60e43a2e808bf5973bad18ec2bed4310bfd1a3e88a66194315e173e9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
7663a0944470cfab8a051afb4cc2a70d9294a6d7168ad32d6f0a6454ecb0ee8a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
7663a0944470cfab8a051afb4cc2a70d9294a6d7168ad32d6f0a6454ecb0ee8a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
8ce1ee6f540fde1dcd208a0dbf1daea2b062f0f1c0a70447290742ac9c9c5708,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
8ce1ee6f540fde1dcd208a0dbf1daea2b062f0f1c0a70447290742ac9c9c5708,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
a19f444fa3bec982c2db7cdd5171afbc7ad1525551d29b37a6a271e24f3bc19a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a19f444fa3bec982c2db7cdd5171afbc7ad1525551d29b37a6a271e24f3bc19a,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
cb3c8483121c17d291391841fb14fb56fa9344b8420e69e178e09845d23893aa,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
f29db2c8a34563a7c84ca52f8f7987685f594554a4f17659495fbb3af5290d5b,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
f29db2c8a34563a7c84ca52f8f7987685f594554a4f17659495fbb3af5290d5b,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9de8f97857bb9c7ca95011bd1cac30c9760340cadc4722110afd2d8f3b9592a9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
9de8f97857bb9c7ca95011bd1cac30c9760340cadc4722110afd2d8f3b9592a9,2,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£800 - £1,200"
dc74a8a47cd7d2cf96241756a0f12385f857d2eb0c5448f669380b0c0c550d09,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
125d42f4586bb408de72fe2c5613bd176d25fa30c7c425af12460ebcc9e0f39e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
125d42f4586bb408de72fe2c5613bd176d25fa30c7c425af12460ebcc9e0f39e,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
125d42f4586bb408de72fe2c5613bd176d25fa30c7c425af12460ebcc9e0f39e,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
38ae7d49e04e078763e825d84813a335d54d53a0c4b747923f0e33778d650133,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
38ae7d49e04e078763e825d84813a335d54d53a0c4b747923f0e33778d650133,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
aeab1a13398cbe1638fe3d7fa4346403cf8e00fdb521cf171fae4ad195a3f5a2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
aeab1a13398cbe1638fe3d7fa4346403cf8e00fdb521cf171fae4ad195a3f5a2,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
aeab1a13398cbe1638fe3d7fa4346403cf8e00fdb521cf171fae4ad195a3f5a2,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
4d3a6d8ed672b2229656ea2b06a87cafafa307a11557fb3a4f8f317b9c4e0e68,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
9b0a669cea5813c965b7e05fbd8d4a980001e477b2528027d5808b16fef762eb,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
9b0a669cea5813c965b7e05fbd8d4a980001e477b2528027d5808b16fef762eb,2,Draught proofing,Draught proofing,10.0,,£80 - £120
9b0a669cea5813c965b7e05fbd8d4a980001e477b2528027d5808b16fef762eb,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
9b0a669cea5813c965b7e05fbd8d4a980001e477b2528027d5808b16fef762eb,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
b97723a4547410c8d1f50635d1e1e450ef2d74502ed35a476c94b772ef24e2c7,1,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£800 - £1,200"
f10f5428f7119aa2c3d982129b3e8eb21871ea20a3c5190578928329ba364915,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
f10f5428f7119aa2c3d982129b3e8eb21871ea20a3c5190578928329ba364915,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
5c5eea6069f49ac8265c1529a75272b3d55884966156e087985d9dfec91990bc,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
5c5eea6069f49ac8265c1529a75272b3d55884966156e087985d9dfec91990bc,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
5c5eea6069f49ac8265c1529a75272b3d55884966156e087985d9dfec91990bc,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
8d03b7798098886fa0162afb434a59da614ec646d30dfe37da43b3e797cb27d3,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
8d03b7798098886fa0162afb434a59da614ec646d30dfe37da43b3e797cb27d3,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
983b9ce008d1a9598fc292155cfbbeac089a90327b814042251acdb3408b9e0f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
983b9ce008d1a9598fc292155cfbbeac089a90327b814042251acdb3408b9e0f,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
a982c73ee2350d0c4d00e230769c4a049d5110d6aff34cfbeba0b6155e6738d0,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cf06f03b7e71cfda5991fb4f5293d271a19e72231086277d9a0b42626b7b1398,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
fbbbe00336038e733bd722153ea5a8250eea9aabac0483069f9a5e16c719dfbb,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
eb53f9868ad028c68dc01d20c9f67bdf4d30831e168fc85cdbd1d2b2ee386fd5,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
eb53f9868ad028c68dc01d20c9f67bdf4d30831e168fc85cdbd1d2b2ee386fd5,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
00f941c2e42032ce49b9ad6fd151e048a69e53c4cb4a131d96928d0103237a7d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
59437b4915707a250eb8cde68f98b5d4e4f511ea3355402146785878427b2c39,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
59437b4915707a250eb8cde68f98b5d4e4f511ea3355402146785878427b2c39,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£5
ece5cac214fd1d1158071c5231eb300c3eb26791625f06187b355d2673dc4d25,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0c042876a67012c987da0eb568378238e5e641f5457ffcf48761ce43ef6eaf3e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4edb3d6a93bc67a5da6c3a0f884ead7cffb2846fd66177463cf055f6a199920b,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4edb3d6a93bc67a5da6c3a0f884ead7cffb2846fd66177463cf055f6a199920b,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
a0bcbd3a3459d4beffcc21cdf61298a0e90bd6b6e7d2bea53e3c58bb162c3da8,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£40
a0bcbd3a3459d4beffcc21cdf61298a0e90bd6b6e7d2bea53e3c58bb162c3da8,2,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,61.0,,"£1,200 - £1,800"
a0bcbd3a3459d4beffcc21cdf61298a0e90bd6b6e7d2bea53e3c58bb162c3da8,3,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
a4179a23b765e9ebda34ab05c94b89b41b1cb5f014545c928bb4f1f1b21bfb98,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a4179a23b765e9ebda34ab05c94b89b41b1cb5f014545c928bb4f1f1b21bfb98,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
a4179a23b765e9ebda34ab05c94b89b41b1cb5f014545c928bb4f1f1b21bfb98,3,Draught proofing,Draught proofing,10.0,,£80 - £120
a4179a23b765e9ebda34ab05c94b89b41b1cb5f014545c928bb4f1f1b21bfb98,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
03f8623b1f892d496b984b691b5c0097952792e5e6d4ebfbd25437c746a722db,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
03f8623b1f892d496b984b691b5c0097952792e5e6d4ebfbd25437c746a722db,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
03f8623b1f892d496b984b691b5c0097952792e5e6d4ebfbd25437c746a722db,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
c50d404122377dea8d9dfb590152841a09529a4388fb93f04d3690e4fa91a0f5,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
e5111d040dd78bf237ba04f69d70d8cc01f40a02e971fb23c4dbd11d84e6bbc5,1,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
e5111d040dd78bf237ba04f69d70d8cc01f40a02e971fb23c4dbd11d84e6bbc5,2,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
737846d59eed5b853312fe8679d6a9f764b9052610b167b9c52128271d423d0e,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
8391b9a9f682427be5d01df19546e9733c6a9b7b537debb9109b196e7d2e7451,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
8391b9a9f682427be5d01df19546e9733c6a9b7b537debb9109b196e7d2e7451,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
d71d51729ac73ad3f8e2b4cc4f924b65fedbef98a75381f9736febc9281357cd,1,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
2d7b1cad81efae9538eff83bbb7d810c1e3da8cfea8d8259dc8e35f598a26aab,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
2d7b1cad81efae9538eff83bbb7d810c1e3da8cfea8d8259dc8e35f598a26aab,2,High heat retention storage heaters,High heat retention storage heaters,62.0,,£400 - £600
47b1eb62f209412d3e2e195cd7dfca1a5c176caaeaf67fe8a57a2b72c2dc5834,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
b38f7eccd6cb4767b49175c3f29ca5a20c808d7c3f4350969c82f94c126b037a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
b38f7eccd6cb4767b49175c3f29ca5a20c808d7c3f4350969c82f94c126b037a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
c4e8e89cb7153bf16c0efc84e76037b7a2d7e385b586d55fbcebdda649de3a7c,1,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
595e086d42050b7f3232c19bb62deb0f0ec247e94849ef704f0cf49c7e77f54a,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
595e086d42050b7f3232c19bb62deb0f0ec247e94849ef704f0cf49c7e77f54a,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
82372fbaa3b239714328301b4d05fabc12750619d3c146104e2b7a48282cf924,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
963373b2a5c73ffb8ab017938b967c10465580784d5e208cc651eada1e4c2fea,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
963373b2a5c73ffb8ab017938b967c10465580784d5e208cc651eada1e4c2fea,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
e507c06d12863de304c77ab45763851fec93c96643b1ac0b68f9d87ace41eb86,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
17ee9e59cf6607d86d3eae5387140ed099c3d437076816136c89264a98106f28,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
49b5c36b04b409160f159d7fe55affc69f20a51e0aef63a615e30763f8c2db43,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,£400 - £600
4bde9931c9416984220159ff864cef11809b45bf7f74fd38a41a95b1881d4a25,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4bde9931c9416984220159ff864cef11809b45bf7f74fd38a41a95b1881d4a25,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
b999b3e4beeccc2d0a31730793dcc805ce58ae01e450cfb4cea5a7a2db0e5066,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
b999b3e4beeccc2d0a31730793dcc805ce58ae01e450cfb4cea5a7a2db0e5066,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
c1b12480de49b13b13489458f1df2c8ed97d5297431c0b9271d3b8bff2a9ee7b,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
c1b12480de49b13b13489458f1df2c8ed97d5297431c0b9271d3b8bff2a9ee7b,2,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,200 - £1,800"
19c2b025501ae339e3571daf5c7c8ac7ef52602e3beba4f8cd4bb374c74a6d65,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
3ad1932d716e41fa7852c06b69194a629e5aecbe3240b072c94fcc6f647194f7,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
4cd217cfd831ba24d339e648d3b03d5bf2c9df84af65285b6ab31d38c9d6783d,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
4cd217cfd831ba24d339e648d3b03d5bf2c9df84af65285b6ab31d38c9d6783d,2,Heating controls (room thermostat),Heating controls (room thermostat),14.0,,£350 - £450
7beaa6a1f79a5b477b18a8fc994964df360cdfd37f8a3137bab23b8ee2f81834,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
7beaa6a1f79a5b477b18a8fc994964df360cdfd37f8a3137bab23b8ee2f81834,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cefb68eabfc24e44e73a11d9c4b93b84d648b360525c604a299ed9ada4306069,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
0eb6969721579b790446393387cddd9b12a93b9699364470acbb75b0d4838b3b,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0eb6969721579b790446393387cddd9b12a93b9699364470acbb75b0d4838b3b,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
0eb6969721579b790446393387cddd9b12a93b9699364470acbb75b0d4838b3b,3,High heat retention storage heaters,High heat retention storage heaters,60.0,,"£800 - £1,200"
756caf685fb6299984fe0c34a23c27ff4b15e3c15aaa57f627fed7b517db3c89,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
756caf685fb6299984fe0c34a23c27ff4b15e3c15aaa57f627fed7b517db3c89,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
756caf685fb6299984fe0c34a23c27ff4b15e3c15aaa57f627fed7b517db3c89,3,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
7a908061e7650644f60286d46e23ef6ae85c2ff71b03376d9e012ac8987a3292,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a57640b8336e8cfc8fb94355995e1e07e5ec755033141988a02c5950a4eaef14,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
f052aa9a6066239e38664133e692d0d912885856b3f44e2234a770863fb7d678,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
c2931d6b9d54cb4cae0df889e25a30490826a9e66b83df53fc2c57e369746c34,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0c4d50535ffed56ff85e2bedb37355a7042af2d1470e216809f0cd9c8d36e7be,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0c4d50535ffed56ff85e2bedb37355a7042af2d1470e216809f0cd9c8d36e7be,2,"Heating controls (programmer, room thermostat and TRVs)","Heating controls (programmer, thermostat, TRVs)",11.0,,£350 - £450
6b8ba1d8290db883d5c9757bab727392a6164332e41eeba023b64acfbf1a936c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
6b8ba1d8290db883d5c9757bab727392a6164332e41eeba023b64acfbf1a936c,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
6b8ba1d8290db883d5c9757bab727392a6164332e41eeba023b64acfbf1a936c,3,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12.0,,£350 - £450
74f3490b3ea1dd94f3a1ae71b0c45c66cb340781499a51f4f24a990326e6b0e4,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
74f3490b3ea1dd94f3a1ae71b0c45c66cb340781499a51f4f24a990326e6b0e4,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a6c15fa86b7f987bba06d07ac4f9f4ab7af7c24f8fc2ef0749f3a608cb4b2c40,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a6c15fa86b7f987bba06d07ac4f9f4ab7af7c24f8fc2ef0749f3a608cb4b2c40,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
