LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
a6c15fa86b7f987bba06d07ac4f9f4ab7af7c24f8fc2ef0749f3a608cb4b2c40,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
9a9eebc13168590774dc8b3f49f5ef7b8418992df5b50c769b7a899935fa7fe9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
9a9eebc13168590774dc8b3f49f5ef7b8418992df5b50c769b7a899935fa7fe9,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
a4fd34c7b6c221569663146e85d760b0f92cc3895dfcbad90f617558899ff20d,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
d4bad34d1a6c960d01eed56f555097388cfc56911cb7d9414ef47eaa29d468e5,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d4bad34d1a6c960d01eed56f555097388cfc56911cb7d9414ef47eaa29d468e5,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2c110729c4526699b422fff9f0d2eeca8b78d674694a12dba097d15d32a158cd,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
2d13224fb413c9958361ba978251625a55ac7955f7d4ef2afcc13fbf1ee995d4,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
2d13224fb413c9958361ba978251625a55ac7955f7d4ef2afcc13fbf1ee995d4,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2d13224fb413c9958361ba978251625a55ac7955f7d4ef2afcc13fbf1ee995d4,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
2d13224fb413c9958361ba978251625a55ac7955f7d4ef2afcc13fbf1ee995d4,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
524d7dced67ac91e4d3bf3f1dcdae60dca604ba3c7407c2f81fdda7a8c8fbdcf,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
839416bac28747d201d86c28402c917138873c92557da2c3c152cb3ba1638b58,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
839416bac28747d201d86c28402c917138873c92557da2c3c152cb3ba1638b58,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
b81a73d16baece9d97490c21276b96111372c3be7c4442fb88305c65e7e43065,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£55
b81a73d16baece9d97490c21276b96111372c3be7c4442fb88305c65e7e43065,2,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,200 - £1,800"
b81a73d16baece9d97490c21276b96111372c3be7c4442fb88305c65e7e43065,3,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
b81a73d16baece9d97490c21276b96111372c3be7c4442fb88305c65e7e43065,4,High performance external doors,High performance external doors,48.0,,"£1,000"
c781ea8c4f70911afab9e1641afbc9e4a77da65de26e0fbaf9d6b1fbde7cbab5,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d315ab01cf7c5ccfb733effba4ea821a858a9a93b866799d037876ba20fa8d8d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
d315ab01cf7c5ccfb733effba4ea821a858a9a93b866799d037876ba20fa8d8d,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4951386f06887e62040a04d26640da2c732e92b5d4150d98fb483612c396e58f,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
579d86c3e177ca3f3f0b97249118b947e9cfda4982f869de010efae04b84b69e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
579d86c3e177ca3f3f0b97249118b947e9cfda4982f869de010efae04b84b69e,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
579d86c3e177ca3f3f0b97249118b947e9cfda4982f869de010efae04b84b69e,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
5dc07d2eac2a694f1386f27ca8ab545b60289da72604cdc8c025eefdac6e805a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
5dc07d2eac2a694f1386f27ca8ab545b60289da72604cdc8c025eefdac6e805a,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
5dc07d2eac2a694f1386f27ca8ab545b60289da72604cdc8c025eefdac6e805a,3,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
5ebcd56ca65d932dfbd52bd4433aa82e751717c08c4b04893e936f280c8ba2b3,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£800 - £1,200"
5ebcd56ca65d932dfbd52bd4433aa82e751717c08c4b04893e936f280c8ba2b3,2,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
7d0895e23bfe91bd2ff5d0307c870d5c782710e21a660bbcc676867fe379034b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
7d0895e23bfe91bd2ff5d0307c870d5c782710e21a660bbcc676867fe379034b,2,Replacement glazing units,Replacement glazing units,56,,"£1,000 - £1,400"
8b23f840de60d2b56cd974f8ce1970613228a1d26c0f26566b5ce240f2d532d9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
8b23f840de60d2b56cd974f8ce1970613228a1d26c0f26566b5ce240f2d532d9,2,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3.0,,£15 - £30
8b23f840de60d2b56cd974f8ce1970613228a1d26c0f26566b5ce240f2d532d9,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£35
8b23f840de60d2b56cd974f8ce1970613228a1d26c0f26566b5ce240f2d532d9,4,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
cd0c8786e08f2e63dfd826d153e0e3dce3158696a5f824cdc5ece4966369ff4c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cd0c8786e08f2e63dfd826d153e0e3dce3158696a5f824cdc5ece4966369ff4c,2,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
be9f79471e086c02d8970f5fd1e36c97072c3346345a19fc7fec39c27ecc11c1,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
be9f79471e086c02d8970f5fd1e36c97072c3346345a19fc7fec39c27ecc11c1,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
f25ee9d5afb7ec9086dbe6bd42ed25b827e537ba08d5a61390e8efe8659a94a5,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
0635fe36afe5346dc1e6af67ed217d06e6969f7fe6668747d445c0e1eea3998d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
0635fe36afe5346dc1e6af67ed217d06e6969f7fe6668747d445c0e1eea3998d,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
c2ef2883b67e4ae64f7c4f3bebaedfde2968387cc0f8a3e7f11095d4e82f9267,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
84281aef0f00fad7e2fd62df682c9594b702c651bf48cb95b9474789a1836a1d,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£1,600 - £2,400"
84281aef0f00fad7e2fd62df682c9594b702c651bf48cb95b9474789a1836a1d,2,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
06fedaccb9ca5b0f674cf06def1fa553eef442e21d43d4ef5de66e52a399090b,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
09ce23ae47518033a8c53414a62f52869c3b1d5b7ab7ba2183808a198769f772,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
09ce23ae47518033a8c53414a62f52869c3b1d5b7ab7ba2183808a198769f772,2,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
11eb8e8f6a67963506d4ab01b2faaa73441e9699687709c5df310caea784020d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
11eb8e8f6a67963506d4ab01b2faaa73441e9699687709c5df310caea784020d,2,Draught proofing,Draught proofing,10.0,,£80 - £120
11eb8e8f6a67963506d4ab01b2faaa73441e9699687709c5df310caea784020d,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
1ee0eb2345e61f5dcd6206ee5b2575cbe2f363310992249c0102aecac2a3db6d,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
226236d3136a6ec8d3b4616f9a30e35b53f9ee50945a605e732c8f84b2062b67,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
226236d3136a6ec8d3b4616f9a30e35b53f9ee50945a605e732c8f84b2062b67,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2d524f5c9e97e6f42e84ec21356b014006003ef1ca20311fe74b9ea0a50f76bf,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
2d524f5c9e97e6f42e84ec21356b014006003ef1ca20311fe74b9ea0a50f76bf,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
2d524f5c9e97e6f42e84ec21356b014006003ef1ca20311fe74b9ea0a50f76bf,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
46ece6517c33deab41bf590594cd3dea19806538f7bc3c18f32bec433b4cba47,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
46ece6517c33deab41bf590594cd3dea19806538f7bc3c18f32bec433b4cba47,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
73359dc3e12c487d1465c45377f7f99fe0317fbab3a2b8f66f4e591b75747088,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
73359dc3e12c487d1465c45377f7f99fe0317fbab3a2b8f66f4e591b75747088,2,Replacement glazing units,Replacement glazing units,56.0,,"£1,000 - £1,400"
9828261d9530ca2ff5316cc4c0c6a434e1150292e795aec0318033632497b6d8,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
a5213227efa7e8bd18f1130ed74325c3be6d077d8cc9297ef9c21ab710e6600c,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
e577c1a208af765462bb3b7234511e2f9c33ba7c45faaa5514bbf879b7408c9a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
30ff24e4bc0712b09a4f1ca506fb2c60abb128efd861247979976626699d63cd,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
30ff24e4bc0712b09a4f1ca506fb2c60abb128efd861247979976626699d63cd,2,Draught proofing,Draught proofing,10.0,,£80 - £120
30ff24e4bc0712b09a4f1ca506fb2c60abb128efd861247979976626699d63cd,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
5685163e9cac1707b5edd897c8cad5fe0d2cc3d1b18c9016faaa66a7464310c8,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
20370950179c77fd9ece61ed0e755b04da504334f85b6f647880490982c933ba,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
20370950179c77fd9ece61ed0e755b04da504334f85b6f647880490982c933ba,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
2d4a991cc27edaed62d727575b9788b2f0aec6b5b280578d0ddeccbd304ee289,1,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49.0,,£585 - £725
7a4fc25c99b1cbea9540845d9432f5705de80f844e15ab912ccf4f96be4156f2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
8807026d1ae9e168e6ad9045479774a2d995bd6013986cf5903b2d32c69324b9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
8807026d1ae9e168e6ad9045479774a2d995bd6013986cf5903b2d32c69324b9,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
ea875f2202e1b3ac121a01c8db0fcd8312e9d18250d75bda88b509f2c045a1b9,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
060c18b5dbe2ca3ab788dc6f9f4f80181d46f85a14fa8e48d9e37095d629d5f0,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£60
0e5e53eddb6450fcc4d9a95c49e48bcf7b08471c86a11de0efa3b4af29b054d0,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
2e817af09a6af4e6dca1e7d5d0f1c69c78985e5ea1fe9534258e4543811d7e10,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
2e817af09a6af4e6dca1e7d5d0f1c69c78985e5ea1fe9534258e4543811d7e10,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
43834c3e5fa76fe0ae6f4c9116d05ca86f194c87b2e474612f24770174515bb2,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
43834c3e5fa76fe0ae6f4c9116d05ca86f194c87b2e474612f24770174515bb2,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
59d8c740b539faf98df50f2b6b4e5d549d25507b7de20a6deefb7f5483ede210,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
59d8c740b539faf98df50f2b6b4e5d549d25507b7de20a6deefb7f5483ede210,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£20
5c0db9fb468dfcf80d6dcf10191f98a529c8e1e2054d50a322767fb4c29c486e,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
d0d8912dd6e074d7ee42b6d9a407ddd50e6321b7ce99b39ddc4136a22f412e70,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
7a064dd2e6a91c14d85dcd361f4a9d95a6f54fb23ff14c5812b2e1a6ecc3ece3,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
7a064dd2e6a91c14d85dcd361f4a9d95a6f54fb23ff14c5812b2e1a6ecc3ece3,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
fca98df1a568ebc5d842a85f008778b8ee4a5d90c879b44f070eee68b58e0d13,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
fca98df1a568ebc5d842a85f008778b8ee4a5d90c879b44f070eee68b58e0d13,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
fca98df1a568ebc5d842a85f008778b8ee4a5d90c879b44f070eee68b58e0d13,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
3ce2c181c144d753d5ae850744f7bf5ddea6c10a4056118deed2cc01ed47ed33,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
6e2682ce941c5baa21bc0a477446eb1dc9c94125e95959b101856981dbbfaa8a,1,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£25
da95b7d2677a82687319b560083c95b794a5808dfef523e33fdd3baddbcf08e3,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
da95b7d2677a82687319b560083c95b794a5808dfef523e33fdd3baddbcf08e3,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
7df6780971619b1d186db6d137aa60166ef2e2c05371ef34b03166c8d7ce3a2a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
7df6780971619b1d186db6d137aa60166ef2e2c05371ef34b03166c8d7ce3a2a,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
cd2dff26a4df6e5069c52d993db178872de02ec870d0458d9b104e5ac2e5a5d2,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
31de27c42cbd356a67781716ab12b478e28ab62b5da418ac4b362a48158f29a3,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
b4be1d4c6619e54a994da7b003c8a2b02fcccef08f6477029d30702901407055,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
b4be1d4c6619e54a994da7b003c8a2b02fcccef08f6477029d30702901407055,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
208c4f17726f3f4aa1c32aac6a5093dc87e8f1d36579eb9f82c24e6ff0a8cd5e,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
208c4f17726f3f4aa1c32aac6a5093dc87e8f1d36579eb9f82c24e6ff0a8cd5e,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
a26f8628d42e11f7f5eae2141d83eb73c5162d25a91911b7e274b4ce4cd9c395,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
a26f8628d42e11f7f5eae2141d83eb73c5162d25a91911b7e274b4ce4cd9c395,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
eb3e1b9f2b135dc659908871b8d940fd1ba35517b20b38c2bf6e9a220f8cde2c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
92a60b9cd32f111e6cce9ec9faa081a3f35ed951c3b53938a4be8b477e74da0a,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
92a60b9cd32f111e6cce9ec9faa081a3f35ed951c3b53938a4be8b477e74da0a,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
1a10d55790b03b295e5d65afb8faee3a87f79a722ab54d2973e2665f910c46aa,1,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,59.0,,£400 - £600
769e148e5c7c01f953e84727d487a8fd9572cf79abf396684d9c3c3ae2e3041c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cccc415f321a5f7bd05da15e31091378b6d3dd0bf1d7dbaef636a6d73c463d9c,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
cccc415f321a5f7bd05da15e31091378b6d3dd0bf1d7dbaef636a6d73c463d9c,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
95ffe603ffd129a626ba901a4201166a12439e3068f07d538149820fc5012580,1,High heat retention storage heaters,High heat retention storage heaters,62.0,,"£2,400 - £3,600"
07cca0396f20763791be295ff79b2b07bb6908195aa5e176e23566979c00b601,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
60afe7dbc85067e66e7c259128378e118db1bbfefc5a1e39248701c866b71fbd,1,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
60afe7dbc85067e66e7c259128378e118db1bbfefc5a1e39248701c866b71fbd,2,Change heating to gas condensing boiler,Gas condensing boiler,29.0,,"£3,000 - £7,000"
868d3a0e4a7587850fdc532db71a704bea10c9dc394750cf3fdd2a7d9e2dc8c0,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
868d3a0e4a7587850fdc532db71a704bea10c9dc394750cf3fdd2a7d9e2dc8c0,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
